system_id,NAME,city_code,city_name,country_code,long_desc,latitude,longitude,rating,address,main_image
OT000412050,"Hotel Pudu Plaza",69192,"Kuala lumpur",119,"The newly-opened Hotel Pudu Plaza Kuala Lumpur offers all the convenience for a perfect stay in the city. Wholly-owned by Akisama Group, the 3-star Hotel Pudu Plaza Kuala Lumpur is located off Jalan Pudu, in the heart of Kuala Lumpur.  Offering 348 well-designed rooms of various categories housed atop the newly renovated Pudu Plaza Shopping Mall, it is just a stone&rsquo;s throw away from Kuala Lumpur&rsquo;s finest shopping malls (The Pavilion Kuala Lumpur, Starhill Gallery, Farenheit 88, Lot 10, Berjaya Times Square, Kuala Lumpur Convention Centre (KLCC), Sungei Wang Plaza and the Low Yat Plaza), food & beverage outlets, iconic tourist attractions and popular spots in the Golden Triangle (Kuala Lumpur&rsquo;s commercial, shopping and entertainment hub).  Linked to the Pudu Plaza Shopping Mall from the hotel lobby and with close proximity to local public transport systems such as the LRT, taxi and buses, get ready to explore the city or connect to the major business districts in Kuala Lumpur, Cheras, Sungai Besi and Petaling Jaya with ease.  With function room space to accommodate up to 280 persons, the Hotel Pudu Plaza Kuala Lumpur is also an excellent venue for banquet and meeting events. When travelling for business or leisure, Hotel Pudu Plaza Kuala Lumpur promises to be the perfect choice for a perfect stay!",3.13662972161,101.713678837,3.0,"1, Jalan 1/77C, Off Jalan Pudu, 55100 Kuala Lumpur, Malaysia",1499768240_main_Facadejpg
OT000529904,"Villea Morib",119_15826-KUL_4267,Selangor,119,,2.743276,101.4477549,3.0,"Lot 183 & 184 Jalan Morib, Pantai Morib, 42700 Banting, Selangor Darul Ehsan, Selangor, Malaysia.",1561792250_main_Facade.jpg
OT000545558,"Verdant Hill Hotel Kuala Lumpur",69192,"Kuala lumpur",119,"Welcome to The brand new 4-Star Metro 360 Hotel Kuala Lumpur, strategically located at Changkat Raja Chulan in the heart of Kuala Lumpur&rsquo;s Golden Triangle district where Business really meets Leisure. Metro 360 Hotel KL offers 223 numbers of elegantly appointed and stylish guestrooms with the convenience for the guest through complimentary Wi-Fi, 15&ndash;meter outdoor infinity swimming pool, coffeehouse restaurant and a bar and sophisticated business centre.",3.149332,101.70646,4.0,"No 6, Changkat Raja Chulan 50200 Kuala Lumpur, Malaysia",1505277054_main_Fecadejpg
OT000435058,"Ancasa Royale Pekan",119_22004_9480,Pahang,119,"The luxurious 4-star AnCasa Royale Hotel is located in the Royal Town of Pekan, overlooking the Pahang River. The hotel offers extensive hotel facilities with its signature experience : The River Cruise@Sungai Pahang.

AnCasa Royale Hotel, Pekan is also fast becoming a popular destination for couples looking for a wedding-venue with a difference at the hotel’s Garden@The Riverfront Marquee.",3.5073937,103.3946593,4.0,"No 2670, Kampung Peramu,Jalan Pekan - Kuantan",1491812821_main_MainEntranceJPG
OT001006370,"The Westin Desaru Coast Resort",119_513407_8136,Desaru,119,"Desaru Coast is a premium integrated destination resort and one of Malaysia’s most anticipated new tourism developments creating a unique blend of globally renowned resorts and villas, a riverside dining haven, a conference centre championship golf courses and a fun-filled adventure waterpark.

It provides the perfect escape for the discerning traveler, be it leisure, a golf getaway or simply for those in need of an adventure. This premium integrated destination lets you be your ideal self, anywhere along the 17km of unspoiled beachfront.",1.541354,104.265101,5.0,"Jalan Pantai 3, Desaru Coast, 81930 Bandar Penawar, Johor Bahru, Malaysia",1741779800_main_Screenshot_10.png
OT001428011,"PARKROYAL A'Famosa Melaka Resort",119_M8RZ_3494,"Malacca (Melaka)",119,"~ Relaxed Living in the Heart of Melaka ~
Retreat to the laid-back resort lifestyle of PARKROYAL A’Famosa Melaka Resort, where you can slow down and savour lush tropical greenery and luxurious accommodation that pays tribute to rich Peranakan heritage. Enjoy quality time with the family in this tranquil getaway while immersing yourself in the sights and sounds of colourful Melaka.

",2.4441353,102.2073033,4.0,"Jalan Kemus, Simpang Ampat, Alor Gajah, 78000 Melaka",1733367110_main_530714417.jpg
OT000081883,"Heritage Hotel Cameron Highlands",119_15834-XKL_2442,"Cameron highlands",119,"Heritage Hotel Cameron Highlands is a 238 rooms low rise tudor style  boutique hotel situated on a hill in the town of Tanah Rata.Surrounded by elegantly sculptured gardens reminiscent of the old English countryside set in a lush tropical rainforest as background, it is the prefect place to  refresh,relax and rejuvenate from the concrete jungle of most cities.The hotel blends tradition with modern comfort for discerning travellers with  personalized services from friendly staff. The hotel is ideally located at 1800 meters above sea levels surrounded by lush tropical forest with a birds eye view of the panoramic town of Tanah Rata.It is a 8 minute stroll to the town of Tanah Rata. We are easily accessible via the North – South Highway ( through Tapah exit ),the Simpang Pulai new a access road and the Gua Musang new access road.Three and half hours drive from Kuala Lumpur or just one and half hours drive from Ipoh cities.Taxis and coaches are also available from all major cities within Malaysia to Cameron Highlands.",4.47083,101.372298,4.0,"Jalan Gereja Tanah Rata, 39000, Pahang Darul Makmur",1660622058_main_35156712.jpg
OT000246432,"Sunway Lost World Hotel",69196,Ipoh,119,"Hotel Introduction: The Lost World Hotel consist of 174 rooms where guest choose to stay at a selection of room category which come inclusive of two breakfast and two ticket to Lost World Hot Spring & Spa by Night. Complimentary WIFI access is also available, The ultimate draw to stay at the Lost World Hotel would definitely be the access to the spectacular Lost World Hot Spring & Spa by Night-a unique majestic sanctuary for guest to experience rejuvenating magical magical moments in the mineral-rich natural bio- thermal hot springs pool.",4.626039,101.15595,3.0,"No. 2, Persiaran Lagun Sunway 1, Sunway City Ipoh, 31150 Ipoh.",1660631070_main_215048337.jpg
OT000262305,"Crystal Crown Petaling Jaya",69198,"Petaling jaya",119,"Opened in January 1995, The Crystal Crown Hotel, Petaling Jaya has fast established itself as a quality hotel equipped with facilities for the discerning modern business traveller. Recently given a 4 star rating has proven to our discerning guests our commitment to provide first rate quality service.",3.10935,101.643126,4.0,"12, Lorong Utara A, Off Jalan Utara 46200 Petaling Jaya Selangor, Malaysia",1501309958_main_Facadejpg
OT000602585,"Somerset Damansara Uptown Petaling Jaya",69198,"Petaling jaya",119,"Experience the newly opened Somerset Damansara Uptown Petaling Jaya, located in the fast-developing Damansara town in Petaling Jaya.

The serviced residence is strategically situated next to The Starling new shopping mall and surrounded by numerous offices, restaurant, cafes. Enjoy our special introductory rates from RM268+ per night, book between 15 December 2016 and 31 March 2017, and you will receive complimentary daily continental breakfast, daily housekeeping service and broadband internet access. Guests staying more than a month will receive two complimentary laundry tokens on a weekly basis.",3.135986,101.623128,4.0,"2A, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia.",1490076529_main_1Facadejpg
OT001301574,"The Zenith Hotel Cameron",119_15834-XKL_2442,"Cameron highlands",119,,4.469086,101.377737,4.0,"Jalan Majlis, 39000 Tanah Rata, Cameron Highlands, Pahang Malaysia","1655093830_main_zenith cmh facade.jpg"
OT000073143,"Strawberry Park Resort",119_15834-XKL_2442,"Cameron highlands",119,"Strawberry Park Resort is a touch of mountain rustic and dash of city sophistication. Between these extremes, it is the Highlands most charming, truly beautiful set of vacation rooms or apartments, giving delight to its occupants. It is certainly one of the prettiest Resort in Malaysia and in this ASEAN Region.",4.4947596,101.3801006,4.0,"P.O. Box 81, Lot 195 and 196, Tanah Rata, Cameron Highland, Pahang",1500090252_main_Facadejpg
OT000085204,"Avillion Port Dickson",69227,"Port dickson",119,"Enjoy a rejuvenating stroll by the beach and lazily bask under the sun, receive a wondrous body massage then savor palatable delicacie here at Avillion Port Dickson, pampering is our way of life.",2.506317,101.832723,4.0,"3rd Mile, Jalan Pantai, 71000 Port Dickson, Negeri Sembilan, Malaysia.",1498448190_main_Facadejpg
OT000090158,"Putrajaya Marriott Hotel",69253,Putrajaya,119,"Putrajaya Marriott Hotel welcomes you to Malaysia&acirc;&euro;&trade;s Federal Government Administrative Capital. Situated at the renowned IOI Resort, this luxury hotel is nestled between serene surroundings of a 27 hole championship golf course.",2.9694325,101.7067289,4.0,"IOI Resort 62502 Putrajaya Wilayah Persekutuan",1507360084_main_Facadejpg
OT000091729,"Cyberview Resort & Spa",119_21804_8899,Cyberjaya,119,"Cyberview Resort &amp; Spa is located in Cyberjaya, Malaysia s first intelligent city situated in the heart of Multimedia Super Corridor.",2.9245717,101.6680048,5.0,"Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",1498463864_main_Facadepng
OT000278429,"23 LoveLane Penang",119_7936-PEN_5196,"Penang Island",119,"HOTEL AMENITIES : EXPRESS CHECK-IN,BAR/LOUNGE,LUGGAGE STORAGE,BREAKFAST AVAILABLE (SURCHARGE),24-HOUR FRONT DESK,RESTAURANT,EXPRESS CHECK-OUT,TOURS/TICKET ASSISTANCE,WHEELCHAIR ACCESSIBLE PATH OF TRAVEL,COFFEE SHOP OR CAFÉ,DRY CLEANING/LAUNDRY SERVICE,LIMO OR TOWN CAR SERVICE AVAILABLE,SMOKE-FREE PROPERTY,GARDEN,FREE NEWSPAPERS IN LOBBY,HISTORIC PROPERTY,BOUTIQUE PROPERTY,",5.41952,100.33691,4.0,"23, Love lane, Georgetown, 10200 Penang, Malaysia",8639.jpg
OT000418161,"Four Points by Sheraton Puchong",119_15826-KUL_4267,Selangor,119,"~Relax in our contemporary hotel in Puchong~
Four Points by Sheraton Puchong welcomes you to Malaysia with modern style, uncomplicated comfort, and friendly service. Our hotel enjoys a central location, making it easy to explore the best of the city. We’re just a short distance from popular attractions like Sunway Lagoon Theme Park and Sunway Pyramid, as well as Bukit Jalil National Stadium and the Axiata Arena, known for hosting top concerts and events.Our thoughtfully appointed rooms and suites include complimentary Wi-Fi, flat-screen TVs, marble bathrooms, and the signature Four Comfort Bed. Stay active with a workout in our 24-hour gym, take a dip in the outdoor pool, or enjoy delicious cuisine from Malaysia and around the world at The Eatery.Those planning an event in Puchong can take advantage of our hotel's bespoke services, exquisite catering, and versatile venues, including several meeting rooms, the elegant Grand Puteri Ballroom, and a stunning poolside terrace. A rewarding stay awaits at Four Points by Sheraton Puchong.",3.026706,101.615925,4.0,"Tower 3, Puchong Financial Corporate Centre, 1201, Jalan Puteri 1/2, Bandar Puteri Puchong, 47100 Puchong, Selangor",15877730601460.jpg
OT000435074,"Aroma Hotel",119_7936-PEN_5196,"Penang Island",119,"Aroma Hotel is strategically located at AROMA CITY - heart of Jalan Raja Uda, Butterworth. It’s just 10 Minutes car distance to Penang Bridge, Butterworth Jetty and railway station, Prai industries area, Sunway City Seberang Jaya and Bukit Mertajam City. 
Total 248 units spacious and luxuriously guest’s rooms are available in Aroma Hotel, and we surrounded by Local and international cuisine outlets, entertainments, fashion, bistro, café and more to count.",5.4161773,100.3818511,3.0,"No 11, Butterworth City Centre, Jalan Raja Uda, 12300 Butterworth, Penang, Malaysia.",1547630421_main_Facadejpg
OT000457734,"Imperial Hotel",69197,Kuching,119,"Guests looking for a conveniently located hotel in Kuching should look no further than Imperial Hotel. Situated only six kilometers from the city center, guests are well located to enjoy the town's attractions and activities. With its convenient location, the hotel offers easy access to the city's must-see destinations. Take advantage of a wealth of unrivaled services and amenities at this Kuching hotel. Top features of the hotel include facilities for disabled guests, luggage storage, shops, 24-hour room service, and Wi-Fi in public areas. In addition, all guestrooms feature a variety of comforts. All the guestrooms provide Wi-Fi access, and a mini-bar to please even the most discerning guest. The hotel offers fantastic facilities including a sauna, fitness center, and an outdoor pool. Superb facilities and an excellent location make Imperial Hotel the perfect base from which to enjoy your stay in Kuching.",1.508236,110.33631,4.0,"Jalan Datuk Tawi Sli, 93250 Kuching, Sarawak, Malaysia.",1560217969_main_imp_hotel.jpg
OT000522144,"Dorsett Putrajaya",69253,Putrajaya,119,"The midscale 218 guestrooms Dorsett Putrajaya is located within Putrajaya, Malaysia&#039;s federal administrative capital.  The hotel is within walking distance to key Malaysian government offices such as the National Registration Department, Custom Department, Ministry of Health, Ministry of Entrepreneurship and the Federal Court of Malaysia.  Other places of interest include the Masjid Tuanku Mizan Zainal Abidin (Silver Mosque); Monument Alaf Baru (Millennium Monument) and Taman Wawasan. Cruise Tasik Putrajaya. 6 minutes by car.  2.2 km. 25 minutes&rsquo; walk One of the best ways to see the city&rsquo;s sights by day or night.  Located on Putrajaya Lake in the heart of Putrajaya next to Putra Mosque and Dataran Putra, Cruise Tasik Putrajaya offers two types of sightseeing boat. Marina Putrajaya. 10 minutes by car. 4.4 km Located at Precinct 5, Marina Putrajaya is open to members of the public and offers a host of indoor activities such as indoor swimming pool, karaoke rooms, snooker and pool facilities as well as a diverse range of water sports such as water skiing, wake boarding, fly boards and kayaking to name a few. On Saturday evenings, the lakeside turns into a magical fairyland when the dancing fountain comes alive at 8.30 pm",2.920225,101.684171,4.0,"Precinct 3, 62000 Putrajaya, Malaysia.",1488161085_main_14Facadejpg
OT000560286,"Lexis Suites Penang",119_7936-PEN_5196,"Penang Island",119,"A fascinating fusion of the East and West, Penang embraces modernity while retaining its traditions and old world charm. These are reflected in its harmonious multiracial populace and well-preserved heritage buildings which led to George Town being accorded a listing as a UNESCO World Cultural Heritage Site recently. Long regarded as the food capital of Malaysia, Penang also entices visitors with its beautiful coastlines and idyllic beaches.   Lonely Planet has listed George Town among world&rsquo;s 10 best cities in its Best in Travel 2016 list. In 2014, Penang was listed as the No. 1 destination for food lovers.",5.286899,100.2329,5.0,"28 Jalan Teluk Kumbar, Bayan Lepas, Penang, Malaysia.",1489543693_main_1Facadejpg
OT000624860,"Grand Ion Delemen Hotel",119_15835-XKL_3956,"Genting highlands",119,"Grand Ion Delemen Hotel is an iconic gem nestled in the tropical rainforests of Genting Highlands. Situated over 6,000 feet above sea
level, the hotel offers spectacular viewsof the valleys below. An oasis of relaxation and rejuvenation has been discovered to satisfy those searching for an
environment in which meetings or celebrate weddings in a glamorous way.",3.434032,101.7864428,5.0,"Jalan Ion Delemen 1, Genting Highlands, 69000, Pehang Darul Makmur, Malaysia",1488358291_main_7Facadejpg
OT000669307,"Impiana Hotel Senai",69195,"Johor bahru",119,"Along Federal Route 1, this upscale hotel is 8 km from Senai International Airport and 31 km from Legoland Malaysia Resort. Warmly decorated rooms come with complimentary Wi-F and flat-screen TVs, as well as minifridges, and tea and coffeemaking facilities. Club rooms have sofas, and grant access to a private lounge. Suites add living rooms. Room service is available.
Parking is free. An airy restaurant features floor-to-ceiling windows. There's also a bar, an outdoor infinity pool, a fitness room and a spa. Event space includes a ballroom.",1.592935,103.647444,4.0,"Jalan Impian Senai Utama 2, Taman Impian Senai, 81400 Johor",1555896150_main_Exterior_S.jpg
OT000669692,"Imperial Riverbank Hotel",69197,Kuching,119,"Nestled in the heart of Kuching City Center, Imperial Riverbank Hotel is an ideal spot from which to discover Kuching. Only from the city center, the hotel's strategic location ensures that guests can quickly and easily reach many local points of interest. With its convenient location, the hotel offers easy access to the city's must-see destinations. The facilities and services provided by Imperial Riverbank Hotel ensure a pleasant stay for guests. Free Wi-Fi in all rooms, 24-hour security, daily housekeeping, 24-hour front desk, Wi-Fi in public areas are just a few of the facilities that set Imperial Riverbank Hotel apart from other hotels in the city. In addition, all guestrooms feature a variety of comforts. Many rooms even provide television LCD/plasma screen, bathroom phone, carpeting, towels, smoke detector to please the most discerning guest. Besides, the hotel's host of recreational offerings ensures you have plenty to do during your stay. Discover an engaging blend of professional service and a wide array of features at Imperial Riverbank Hotel.",1.558461,110.352146,3.0,"Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",1560215682_main_imperialriverbank_hotel.jpeg
OT000856094,"Tamu Hotel and Suites",69192,"Kuala lumpur",119,"The TAMU Hotel & Suites, Kuala Lumpur is an urban oasis located on the historically steeped intersection of Jalan Raja Abdullah and Raja Alang in Kampong Bharu. The commanding location of this four-star business class hotel in Kampong Bharu puts Kuala Lumpur’s best local attractions, historical sites, shopping, dining and entertainment both at your doorsteps or a mere 5 – 10 minutes away by car. TAMU Hotel & Suites is conveniently located just minutes away from the towering Kuala Lumpur City Centre (KLCC Twin Towers), Bukit Bintang, Jalan Tunku Abdul Rahman and Pavilion. TAMU Hotel & Suites encompasses both old-world charm with modern luxuries and superior service for business and leisure guests.",3.1634742,101.7027489,4.0,"120, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur",1523537007_main_Fecadejpg
OT001429702,"Four Points by Sheraton Kuala Lumpur, City Centre",69192,"Kuala lumpur",119,"Four Points by Sheraton Kuala Lumpur, City Centre offers the elevated pleasures of home with locally-inspired offerings right in the heart of the city. 513 newly designed rooms feature localised flair and uncompromising comfort, including family suites, all for a well-rounded stay experience while feeling right at home. Recharge at ease with the family-friendly facilities offered at the hotel. Enjoy a fun-filled experience at one of the largest pools in Kuala Lumpur with water slides, the Paradise Trails adventure zone and an indoor Kids Club.",3.1576802,101.7057716,4.0,"Corner of Jalan Sultan Ismail, &, Jln Ampang, 50450 Kuala Lumpur",1748049723_main_fp-kulfk-hotel-facade-day-35410_Classic-Hor.jpeg
OT001317496,"Citadines Prai Penang",119_7936-PEN_5196,"Penang Island",119,"Citadines Prai Penang is located in the Bukit Mertajam - a home to numerous multinational and local firms within the industrial area. The serviced residence is surrounded by numerous multinational companies’ offices and high-tech enterprises.
A short walking distance away to from Juru Sentral, Icon City, restaurants, and entertainment venues, to cater to residents’ leisure and recreational needs. 
With three apartment types, studio to two-bedroom, these 168 Penang serviced apartments are poised to meet your different lifestyle needs.
Equipped with wireless internet access, efficient business support services and modern entertainment systems, it provides a seamless environment for work or play during your stay. With these facilities and amenities in store, Citadines Prai Penang will provide you with the city for business, leisure, or spontaneous travel.",5.3417317,100.4321319,4.0,"G-01, Menara Sentral, Jalan Juru Sentral, 14000 Bukit Mertajam, Penang.","1722275742_main_main prai.jpg"
OT000086547,"Hotel Grand Continental Kuala Terengganu",69206,"Kuala terengganu",119,"Welcome to Hotel Grand Continental Kuala Terengganu — a first-rate business hotel that presents outstanding services at all hours. Part of Grand Hotels International, this urban retreat places you at an enviable address at the city centre of Kuala Terengganu, Malaysia.

In a beautiful setting that commands picturesque views of the sea, our hotel boasts elegantly designed rooms and suites that bring about unparalleled comfort. The ambience in each lodging is calming, a great contrast to a very dynamic locale. These exquisite guestrooms are paired with ace facilities like a coffee house and restaurant, Wi-Fi Internet access, CCTV units, and conference and banqueting amenities to warrant a convenient stay.

And to keep you close where you need to be, our address lends quick access to malls and bus and taxi stations. It is also only 25 minutes from Sultan Mahmud Airport and 10 to 15 minutes from Redang Island Jetty, China Town, and Pasar Payang.",5.3350582,103.14661139999998,4.0,"Lot 004023, Jalan Sultan Zainal Abidin, Daerah 8, City Centre, Kuala Terengganu, 20000, Malaysia.",1503548988_main_1jpg
OT000769783,"The Face Suites",69192,"Kuala lumpur",119,"THE FACE Suites is a Serviced Hotel concept comprising 200 units of sheer luxury and exclusivity with an inspired design and attention to details with stunning views of Kuala Lumpur's skyline. Offering One Bedroom and Two Bedroom with categories from Superior, Deluxe, Premier and  Grand Premier, all suite range from 83 sqm to 138 sqm. The suites are fully furnished with integrated living room, kichenette that are equipped with modern appliances, bedroom, en suite bathroom and a work or study area, TV channels. The hotel is also introducing a restaurant and bar on the 51st floor where guests can wine and dine while enjoying stunning views of city skyline. Other facilities that are available in the hotel would be and infinity pool, gymnasium with latest gym and cardio equipment located on the 51st floor.",3.1587502,101.7029243,5.0,"1020, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia.",1496912080_main_Fecadejpg
OT000900394,"Pacific Express Hotel Chinatown",69192,"Kuala lumpur",119,-,3.14544361,101.69746379,3.0,"No.32, Jalan Tun Tan Cheng Lock, 50050 Kuala Lumpur, Wilayah Persekutuan, Malaysia.",1547548118_main_Facadejpg
OT001216442,"Wyndham Acmar Klang",69193,Klang,119,"Delight in exceptional amenities and impeccable service at Wyndham Acmar Klang, conveniently nestled in the Bandar Baru Klang area. Just 25 kilometers from Sultan Abdul Aziz Shah Airport (SZB) and minutes from the Central i-City mega mall, Contemporary, non-smoking hotel is your gateway to Port Klang (12 kilometers away) and Kuala Lumpur (32 kilometers away).
 Unwind with free IPTV in the welcoming sitting area, sip a cold drink from the minibar, and get in touch with colleagues and loved ones using free high-speed WiFi. You’ll have a restful night’s sleep thanks to plush pillow-top mattresses with crisp linens and memory foam pillows, and you’ll rise and shine with conveniences like a coffee maker, fluffy robe and slippers, and rejuvenating bath products. All accommodations are thoughtfully appointed with a flat-screen HDTV with cable, desk, minibar, laptop-size safe, ironing amenities, hair dryer, and bottled water. ",3.059008,101.471696,5.0,"NO. 1-G-1 Persiaran Bukit Raja 2/KU1","1743145271_main_2024-10-11 (1).jpg"
OT000202548,"Cititel Express Kota Kinabalu",69200,"Kota kinabalu",119,"Cititel Express Kota Kinabalu is strategically located in the heart of Kota Kinabalu City Centre, offer 275 guestrooms with all the essential amenties for a refreshing experience with great value.  Within walking distance to the commercial district, banks, government agencies, local eateries & bars and various tourist sites, it\&#039;s one address you would not want to miss.  The hotel is a mere 10-minute walk to the Handicraft Market, TheWaterfront and nearby shopping malls.  A visit to any of the cultural attractions only takes a few minutes drive from the hotel.  Catching the next flight home is a comfortable 10-minute ride to the airport.  Thus, the strategic location of Cititel express Kota Kinabalu makes it an ideal choice for a short getaway trip in the city.  Cititel Express Kota Kinabalu - Smart, Clean, Simple, in the heart of Kota Kinabalu City Centre, a hotel that offers a refreshingly simple, comfortable and value experience.",5.97548,116.073899,3.0,"No. 1, Jalan Singgah Mata 1, Asia City, 88000 Kota Kinabalu, Sabah, Malaysia",1492662778_main_deluxedoublejpg
OT000238149,"The Banjaran Hotsprings Retreat",69196,Ipoh,119,"Ideally sitting amidst a tropical jungle, this harmonious and peaceful property is a great escape. A sanctuary indeed, The Banjaran Hotspring Retreat offers wellness, longevity, rejuvenation and detox treatments. Guests can visit the panoramic cliffs surrounding the property, magnificent waterfalls, take a dip in a private balinese pool, or even take a walk to explore this amazing property. The Banjaran Hotspring Retreat boasts 25 spacious, luxurious, unique and fine villas that are secluded in gardens some rest on the water, and most feature spacious balconies that overlook the water canal. Simply a magical and fascinating resort, guests will definitely be at peace during their stay at The Banjaran Hotspring Retreat .",4.631238,101.156052,5.0,"1, Persiaran Lagun Sunway 3, 31150 Ipoh,
Perak Darul Ridzuan, Malaysia.",1488534377_main_3Facadejpg
